class name;;Method name;;number of detected pattern;;parameter;;number of occurrences;;occurrenceType;;unitOnwhichOccurrenceIsDetected;;commentFragment
*;;*;;*;;*;;*;;FieldRef for param;;$d1 = r0.<java.awt.geom.Point2D$Double: double y>;;pattern detected param  r0 must not be null  because used in  FieldRef 
*;; * ;; * ;;r1;;2
*;;*;;*;;*;;*;;FieldRef for param;;$d2 = r1.<java.awt.geom.Point2D$Double: double x>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;$d3 = r1.<java.awt.geom.Point2D$Double: double y>;;pattern detected param  r1 must not be null  because used in  FieldRef 
org.jhotdraw.geom.Geom;;cap;;2
*;; * ;; * ;;r0;;2
*;;*;;*;;*;;*;;FieldRef for param;;$d3 = r0.<java.awt.geom.Point2D$Double: double x>;;pattern detected param  r0 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;$d6 = r0.<java.awt.geom.Point2D$Double: double y>;;pattern detected param  r0 must not be null  because used in  FieldRef 
*;; * ;; * ;;r1;;4
*;;*;;*;;*;;*;;FieldRef for param;;$d2 = r1.<java.awt.geom.Point2D$Double: double x>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;$d5 = r1.<java.awt.geom.Point2D$Double: double y>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;$d9 = r1.<java.awt.geom.Point2D$Double: double x>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;$d13 = r1.<java.awt.geom.Point2D$Double: double y>;;pattern detected param  r1 must not be null  because used in  FieldRef 
org.jhotdraw.geom.Geom;;pointToAngle;;2
*;; * ;; * ;;r0;;6
*;;*;;*;;*;;*;;FieldRef for param;;$i3 = r0.<java.awt.Rectangle: int x>;;pattern detected param  r0 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;$i4 = r0.<java.awt.Rectangle: int width>;;pattern detected param  r0 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;$i8 = r0.<java.awt.Rectangle: int y>;;pattern detected param  r0 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;$i9 = r0.<java.awt.Rectangle: int height>;;pattern detected param  r0 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;$i12 = r0.<java.awt.Rectangle: int width>;;pattern detected param  r0 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;$i14 = r0.<java.awt.Rectangle: int height>;;pattern detected param  r0 must not be null  because used in  FieldRef 
*;; * ;; * ;;r1;;2
*;;*;;*;;*;;*;;FieldRef for param;;$i2 = r1.<java.awt.Point: int x>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;$i7 = r1.<java.awt.Point: int y>;;pattern detected param  r1 must not be null  because used in  FieldRef 
org.jhotdraw.geom.Geom;;pointToAngle;;2
*;; * ;; * ;;r0;;6
*;;*;;*;;*;;*;;FieldRef for param;;$d3 = r0.<java.awt.geom.Rectangle2D$Double: double x>;;pattern detected param  r0 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;$d4 = r0.<java.awt.geom.Rectangle2D$Double: double width>;;pattern detected param  r0 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;$d8 = r0.<java.awt.geom.Rectangle2D$Double: double y>;;pattern detected param  r0 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;$d9 = r0.<java.awt.geom.Rectangle2D$Double: double height>;;pattern detected param  r0 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;$d12 = r0.<java.awt.geom.Rectangle2D$Double: double width>;;pattern detected param  r0 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;$d14 = r0.<java.awt.geom.Rectangle2D$Double: double height>;;pattern detected param  r0 must not be null  because used in  FieldRef 
*;; * ;; * ;;r1;;2
*;;*;;*;;*;;*;;FieldRef for param;;$d2 = r1.<java.awt.geom.Point2D$Double: double x>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;$d7 = r1.<java.awt.geom.Point2D$Double: double y>;;pattern detected param  r1 must not be null  because used in  FieldRef 
org.jhotdraw.geom.Geom;;angleToPoint;;1
*;; * ;; * ;;r0;;8
*;;*;;*;;*;;*;;FieldRef for param;;$i3 = r0.<java.awt.Rectangle: int width>;;pattern detected param  r0 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;$i5 = r0.<java.awt.Rectangle: int width>;;pattern detected param  r0 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;i0 = r0.<java.awt.Rectangle: int width>;;pattern detected param  r0 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;$i8 = r0.<java.awt.Rectangle: int height>;;pattern detected param  r0 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;$i10 = r0.<java.awt.Rectangle: int height>;;pattern detected param  r0 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;i1 = r0.<java.awt.Rectangle: int height>;;pattern detected param  r0 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;$i12 = r0.<java.awt.Rectangle: int x>;;pattern detected param  r0 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;$i14 = r0.<java.awt.Rectangle: int y>;;pattern detected param  r0 must not be null  because used in  FieldRef 
org.jhotdraw.geom.Geom;;angleToPoint;;1
*;; * ;; * ;;r0;;8
*;;*;;*;;*;;*;;FieldRef for param;;$d11 = r0.<java.awt.geom.Rectangle2D$Double: double width>;;pattern detected param  r0 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;$d13 = r0.<java.awt.geom.Rectangle2D$Double: double width>;;pattern detected param  r0 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;d4 = r0.<java.awt.geom.Rectangle2D$Double: double width>;;pattern detected param  r0 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;$d19 = r0.<java.awt.geom.Rectangle2D$Double: double height>;;pattern detected param  r0 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;$d21 = r0.<java.awt.geom.Rectangle2D$Double: double height>;;pattern detected param  r0 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;d5 = r0.<java.awt.geom.Rectangle2D$Double: double height>;;pattern detected param  r0 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;$d22 = r0.<java.awt.geom.Rectangle2D$Double: double x>;;pattern detected param  r0 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;$d24 = r0.<java.awt.geom.Rectangle2D$Double: double y>;;pattern detected param  r0 must not be null  because used in  FieldRef 
org.jhotdraw.geom.Geom;;ovalAngleToPoint;;1
*;; * ;; * ;;r0;;2
*;;*;;*;;*;;*;;FieldRef for param;;$i0 = r0.<java.awt.Rectangle: int width>;;pattern detected param  r0 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;$i2 = r0.<java.awt.Rectangle: int height>;;pattern detected param  r0 must not be null  because used in  FieldRef 
org.jhotdraw.geom.Geom;;ovalAngleToPoint;;1
*;; * ;; * ;;r0;;2
*;;*;;*;;*;;*;;FieldRef for param;;$d1 = r0.<java.awt.geom.Rectangle2D$Double: double width>;;pattern detected param  r0 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;$d3 = r0.<java.awt.geom.Rectangle2D$Double: double height>;;pattern detected param  r0 must not be null  because used in  FieldRef 
org.jhotdraw.geom.Geom;;grow;;1
*;; * ;; * ;;r0;;8
*;;*;;*;;*;;*;;FieldRef for param;;$d2 = r0.<java.awt.geom.Rectangle2D$Double: double x>;;pattern detected param  r0 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;r0.<java.awt.geom.Rectangle2D$Double: double x> = $d3;;pattern detected param  r0 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;$d4 = r0.<java.awt.geom.Rectangle2D$Double: double y>;;pattern detected param  r0 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;r0.<java.awt.geom.Rectangle2D$Double: double y> = $d5;;pattern detected param  r0 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;$d6 = r0.<java.awt.geom.Rectangle2D$Double: double width>;;pattern detected param  r0 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;r0.<java.awt.geom.Rectangle2D$Double: double width> = $d8;;pattern detected param  r0 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;$d9 = r0.<java.awt.geom.Rectangle2D$Double: double height>;;pattern detected param  r0 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;r0.<java.awt.geom.Rectangle2D$Double: double height> = $d11;;pattern detected param  r0 must not be null  because used in  FieldRef 
org.jhotdraw.draw.AbstractConnector;;getConnectorTarget;;1
*;; * ;; * ;;r1;;2
*;;*;;*;;*;;*;;InvokeExpr for param;;$r2 = interfaceinvoke r1.<org.jhotdraw.draw.Figure: org.jhotdraw.draw.Figure getDecorator()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$r3 = interfaceinvoke r1.<org.jhotdraw.draw.Figure: org.jhotdraw.draw.Figure getDecorator()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
org.jhotdraw.draw.AbstractConnector;;draw;;1
*;; * ;; * ;;r1;;2
*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r1.<java.awt.Graphics2D: void setColor(java.awt.Color)>($r5);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r1.<java.awt.Graphics2D: void fill(java.awt.Shape)>(r3);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
org.jhotdraw.draw.AbstractConnector;;read;;1
*;; * ;; * ;;r1;;5
*;;*;;*;;*;;*;;InvokeExpr for param;;$z1 = interfaceinvoke r1.<org.jhotdraw.xml.DOMInput: boolean getAttribute(java.lang.String,boolean)>("connectToDecorator", 0);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$z2 = interfaceinvoke r1.<org.jhotdraw.xml.DOMInput: boolean getAttribute(java.lang.String,boolean)>("visible", 0);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;interfaceinvoke r1.<org.jhotdraw.xml.DOMInput: void openElement(java.lang.String)>("owner");;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$r2 = interfaceinvoke r1.<org.jhotdraw.xml.DOMInput: java.lang.Object readObject(int)>(0);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;interfaceinvoke r1.<org.jhotdraw.xml.DOMInput: void closeElement()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
org.jhotdraw.draw.AbstractConnector;;write;;1
*;; * ;; * ;;r1;;5
*;;*;;*;;*;;*;;InvokeExpr for param;;interfaceinvoke r1.<org.jhotdraw.xml.DOMOutput: void addAttribute(java.lang.String,boolean)>("connectToDecorator", 1);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;interfaceinvoke r1.<org.jhotdraw.xml.DOMOutput: void addAttribute(java.lang.String,boolean)>("visible", 1);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;interfaceinvoke r1.<org.jhotdraw.xml.DOMOutput: void openElement(java.lang.String)>("owner");;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;interfaceinvoke r1.<org.jhotdraw.xml.DOMOutput: void writeObject(java.lang.Object)>($r2);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;interfaceinvoke r1.<org.jhotdraw.xml.DOMOutput: void closeElement()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
org.jhotdraw.draw.AbstractDrawing;;addAll;;1
*;; * ;; * ;;r1;;1
*;;*;;*;;*;;*;;InvokeExpr for param;;r4 = interfaceinvoke r1.<java.util.Collection: java.util.Iterator iterator()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
org.jhotdraw.draw.AbstractDrawing;;basicAddAll;;1
*;; * ;; * ;;r1;;1
*;;*;;*;;*;;*;;InvokeExpr for param;;r2 = interfaceinvoke r1.<java.util.Collection: java.util.Iterator iterator()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
org.jhotdraw.draw.AbstractDrawing;;add;;1
*;; * ;; * ;;r1;;1
*;;*;;*;;*;;*;;InvokeExpr for param;;interfaceinvoke r1.<org.jhotdraw.draw.Figure: void addNotify(org.jhotdraw.draw.Drawing)>(r0);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
org.jhotdraw.draw.AbstractDrawing;;remove;;1
*;; * ;; * ;;r1;;2
*;;*;;*;;*;;*;;InvokeExpr for param;;interfaceinvoke r1.<org.jhotdraw.draw.Figure: void removeNotify(org.jhotdraw.draw.Drawing)>(r0);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$r3 = interfaceinvoke r1.<org.jhotdraw.draw.Figure: java.awt.geom.Rectangle2D$Double getDrawBounds()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
org.jhotdraw.draw.AbstractDrawing;;fireFigureAdded;;1
*;; * ;; * ;;r1;;1
*;;*;;*;;*;;*;;InvokeExpr for param;;$r7 = interfaceinvoke r1.<org.jhotdraw.draw.Figure: java.awt.geom.Rectangle2D$Double getDrawBounds()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
org.jhotdraw.draw.AbstractDrawing;;fireFigureRemoved;;1
*;; * ;; * ;;r1;;1
*;;*;;*;;*;;*;;InvokeExpr for param;;$r7 = interfaceinvoke r1.<org.jhotdraw.draw.Figure: java.awt.geom.Rectangle2D$Double getDrawBounds()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
org.jhotdraw.draw.AbstractDrawing;;read;;1
*;; * ;; * ;;r1;;4
*;;*;;*;;*;;*;;InvokeExpr for param;;interfaceinvoke r1.<org.jhotdraw.xml.DOMInput: void openElement(java.lang.String)>("figures");;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$r3 = interfaceinvoke r1.<org.jhotdraw.xml.DOMInput: java.lang.Object readObject(int)>(i0);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$i1 = interfaceinvoke r1.<org.jhotdraw.xml.DOMInput: int getElementCount()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;interfaceinvoke r1.<org.jhotdraw.xml.DOMInput: void closeElement()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
org.jhotdraw.draw.AbstractDrawing;;write;;1
*;; * ;; * ;;r1;;3
*;;*;;*;;*;;*;;InvokeExpr for param;;interfaceinvoke r1.<org.jhotdraw.xml.DOMOutput: void openElement(java.lang.String)>("figures");;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;interfaceinvoke r1.<org.jhotdraw.xml.DOMOutput: void writeObject(java.lang.Object)>(r3);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;interfaceinvoke r1.<org.jhotdraw.xml.DOMOutput: void closeElement()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
org.jhotdraw.draw.SetBoundsEdit;;addEdit;;1
*;; * ;; * ;;r1;;4
*;;*;;*;;*;;*;;FieldRef for local initialized from param;;$r3 = r2.<org.jhotdraw.draw.SetBoundsEdit: org.jhotdraw.draw.AbstractFigure owner>;;pattern detected param  r1 must not be null it define a local r2which used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for local initialized from param;;$r5 = r2.<org.jhotdraw.draw.SetBoundsEdit: java.awt.geom.Point2D$Double newAnchor>;;pattern detected param  r1 must not be null it define a local r2which used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for local initialized from param;;$r6 = r2.<org.jhotdraw.draw.SetBoundsEdit: java.awt.geom.Point2D$Double newLead>;;pattern detected param  r1 must not be null it define a local r2which used in  FieldRef 
*;;*;;*;;*;;*;;InvokeExpr for local initialized from param;;virtualinvoke r2.<org.jhotdraw.draw.SetBoundsEdit: void die()>();;pattern detected param  r1 must not be null it define a local r2which used in  InvokeExpr 
org.jhotdraw.draw.SetBoundsEdit;;replaceEdit;;1
*;; * ;; * ;;r1;;3
*;;*;;*;;*;;*;;FieldRef for local initialized from param;;$r3 = r2.<org.jhotdraw.draw.SetBoundsEdit: org.jhotdraw.draw.AbstractFigure owner>;;pattern detected param  r1 must not be null it define a local r2which used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for local initialized from param;;r2.<org.jhotdraw.draw.SetBoundsEdit: java.awt.geom.Point2D$Double oldAnchor> = $r5;;pattern detected param  r1 must not be null it define a local r2which used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for local initialized from param;;r2.<org.jhotdraw.draw.SetBoundsEdit: java.awt.geom.Point2D$Double oldLead> = $r6;;pattern detected param  r1 must not be null it define a local r2which used in  FieldRef 
org.jhotdraw.draw.BoxHandleKit;;addLeadHandles;;1
*;; * ;; * ;;r1;;4
*;;*;;*;;*;;*;;InvokeExpr for param;;interfaceinvoke r1.<java.util.Collection: boolean add(java.lang.Object)>($r2);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;interfaceinvoke r1.<java.util.Collection: boolean add(java.lang.Object)>($r3);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;interfaceinvoke r1.<java.util.Collection: boolean add(java.lang.Object)>($r4);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;interfaceinvoke r1.<java.util.Collection: boolean add(java.lang.Object)>($r5);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
org.jhotdraw.draw.BoxHandleKit;;addEdgeHandles;;1
*;; * ;; * ;;r1;;4
*;;*;;*;;*;;*;;InvokeExpr for param;;interfaceinvoke r1.<java.util.Collection: boolean add(java.lang.Object)>($r2);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;interfaceinvoke r1.<java.util.Collection: boolean add(java.lang.Object)>($r3);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;interfaceinvoke r1.<java.util.Collection: boolean add(java.lang.Object)>($r4);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
